No_Siri;No_Pendaftaran_SSM;Nama_Pendaftaran;Nama_Perniagaan;Negeri;Kod_Industri;BBU__SBU;Pegawai;Penyelia;Pegawai_Kerja_Luar;Siri_Kekerapan;Tahun_Rujukan;Status_Respon;Status_Rekod;Cara_Terima;Tarikh_Terima;Bilangan_Pekerja;Gaji_dan_Upah_RM;Nilai_Jualan_RM;Jumlah_pendapatan;Jumlah_Perbelanjaan_RM;Jumlah_Harta__AsetRM;Stok_Akhir_RM;Catatan
A4746;SSM4746;SYARIKAT A4746;;JOHOR;46434;SBU;Boss;Ketua;Amoi;;2018;72-Pemilik atau pengurus tiada;Dalam Proses;;;;;;;;;;
A4747;SSM4747;SYARIKAT A4747;;JOHOR;46531;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/08/2019;2;15000;;425982;334072;13201;40000;
A4748;SSM4748;SYARIKAT A4748;;JOHOR;47891;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;53417;45468;1;0;
A4749;SSM4749;SYARIKAT A4749;;JOHOR;47631;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;71489;60851;1;0;
A4750;SSM4750;SYARIKAT A4750;;JOHOR;47191;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;79131;67356;1;0;
A4751;SSM4751;SYARIKAT A4751;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
A4752;SSM4752;SYARIKAT A4752;;JOHOR;46521;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4753;SSM4753;SYARIKAT A4753;;JOHOR;47413;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;51836;44123;1;0;
A4754;SSM4754;SYARIKAT A4754;;JOHOR;47217;SBU;Boss;Ketua;Amoi;;2018;50-Salah Penyiasatan;Selesai;Kerja Luar;24/04/2019;4;;;180000;;;;
A4755;SSM4755;SYARIKAT A4755;;JOHOR;47999;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;64543;54941;1;0;
A4756;SSM4756;SYARIKAT A4756;;JOHOR;47611;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;01/07/2019;;;;;;;;
A4757;SSM4757;SYARIKAT A4757;;JOHOR;46593;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4758;SSM4758;SYARIKAT A4758;;JOHOR;47216;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;57160;48654;1;;
A4759;SSM4759;SYARIKAT A4759;;JOHOR;47820;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;1;21000;;145924;132501;40500;59317;
A4760;SSM4760;SYARIKAT A4760;;JOHOR;45402;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;14/08/2019;4;65751;;650393;616840;20289;28221;
A4761;SSM4761;SYARIKAT A4761;;JOHOR;47820;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;66293;56428;1;0;
A4762;SSM4762;SYARIKAT A4762;;JOHOR;47894;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;1;16900;;141680;115922;28356;12780;
A4763;SSM4763;SYARIKAT A4763;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4764;SSM4764;SYARIKAT A4764;;JOHOR;46329;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4765;SSM4765;SYARIKAT A4765;;JOHOR;46205;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4766;SSM4766;SYARIKAT A4766;;JOHOR;46203;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/08/2019;3;39419;;718163;673199;841;16862;
A4767;SSM4767;SYARIKAT A4767;;JOHOR;47820;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;80296;68347;1;;
A4768;SSM4768;SYARIKAT A4768;;JOHOR;46204;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;18/07/2019;2;10000;;60388;80860;10000;18000;
A4769;SSM4769;SYARIKAT A4769;;JOHOR;47631;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4770;SSM4770;SYARIKAT A4770;;JOHOR;47411;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;04/07/2019;;;;;;;;
A4771;SSM4771;SYARIKAT A4771;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;51021;43428;1;0;
A4772;SSM4772;SYARIKAT A4772;;JOHOR;46324;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;22/08/2019;2;0;;135389;97422;306636;9009;
A4773;SSM4773;SYARIKAT A4773;;JOHOR;47744;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
A4774;SSM4774;SYARIKAT A4774;;JOHOR;45102;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;70699;60178;1;0;
A4775;SSM4775;SYARIKAT A4775;;JOHOR;46417;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4776;SSM4776;SYARIKAT A4776;;JOHOR;46510;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;4;46080;;2863799;2100025;237195;430024;
A4777;SSM4777;SYARIKAT A4777;;JOHOR;46413;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4778;SSM4778;SYARIKAT A4778;;JOHOR;47214;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;3;14088;;123514;67398;26157;9885;
A4779;SSM4779;SYARIKAT A4779;;JOHOR;46205;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4780;SSM4780;SYARIKAT A4780;;JOHOR;47591;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4781;SSM4781;SYARIKAT A4781;;JOHOR;47820;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;08/08/2019;1;0;;73823;41437;74229;25132;
A4782;SSM4782;SYARIKAT A4782;;JOHOR;46612;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4783;SSM4783;SYARIKAT A4783;;JOHOR;47640;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;54835;46675;1;0;
A4784;SSM4784;SYARIKAT A4784;;JOHOR;46205;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4785;SSM4785;SYARIKAT A4785;;JOHOR;46313;SBU;Boss;Ketua;Amoi;;2018;72-Pemilik atau pengurus tiada;Dalam Proses;;;;;;;;;;
A4786;SSM4786;SYARIKAT A4786;;JOHOR;46319;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4787;SSM4787;SYARIKAT A4787;;JOHOR;47411;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;48065;40912;1;;
A4788;SSM4788;SYARIKAT A4788;;JOHOR;46497;SBU;Boss;Ketua;Amoi;;2018;31-Tidak menjalankan perusahaan;Selesai;Kerja Luar;04/07/2019;;;;;;;;
A4789;SSM4789;SYARIKAT A4789;;JOHOR;47411;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;14/05/2019;;;;;;;;
A4790;SSM4790;SYARIKAT A4790;;JOHOR;47735;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;66615;56702;1;;
A4791;SSM4791;SYARIKAT A4791;;JOHOR;46591;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4792;SSM4792;SYARIKAT A4792;;JOHOR;46412;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;15/08/2019;2;19272;;156519;123792;10149;0;
A4793;SSM4793;SYARIKAT A4793;;JOHOR;47894;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;17/06/2019;1;0;;73610;52370;65419;1460;
A4794;SSM4794;SYARIKAT A4794;;JOHOR;47216;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/07/2019;2;0;;74095;48039;10125;2200;
A4795;SSM4795;SYARIKAT A4795;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4796;SSM4796;SYARIKAT A4796;;JOHOR;45202;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;65506;55758;1;0;
A4797;SSM4797;SYARIKAT A4797;;JOHOR;46324;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4798;SSM4798;SYARIKAT A4798;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;23/05/2019;1;0;;73078;62203;1;0;
A4799;SSM4799;SYARIKAT A4799;;JOHOR;46205;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4800;SSM4800;SYARIKAT A4800;;JOHOR;47893;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;3;18000;;395299;320647;4433;95061;
A4801;SSM4801;SYARIKAT A4801;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;2;21691;;181378;114082;49315;14322;
A4802;SSM4802;SYARIKAT A4802;;JOHOR;47820;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;73417;62492;1;0;
A4803;SSM4803;SYARIKAT A4803;;JOHOR;46417;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/07/2019;1;0;;42925;36591;8000;1176;
A4804;SSM4804;SYARIKAT A4804;;JOHOR;47595;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
A4805;SSM4805;SYARIKAT A4805;;JOHOR;46612;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;01/07/2019;;;;;;;;
A4806;SSM4806;SYARIKAT A4806;;JOHOR;46414;SBU;Boss;Ketua;Amoi;;2018;22-Tidak terdapat pertubuhan di alamat yang diberi;Dalam Proses;Kerja Luar;27/05/2019;;;;;;;;
A4807;SSM4807;SYARIKAT A4807;;JOHOR;46319;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;03/07/2019;;;;;;;;
A4808;SSM4808;SYARIKAT A4808;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;66295;56430;1;;
A4809;SSM4809;SYARIKAT A4809;;JOHOR;45402;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4810;SSM4810;SYARIKAT A4810;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4811;SSM4811;SYARIKAT A4811;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;27/06/2019;1;0;;45827;36471;2380;1547;
A4812;SSM4812;SYARIKAT A4812;;JOHOR;46414;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;2;17871;;165769;126607;92647;17449;
A4813;SSM4813;SYARIKAT A4813;;JOHOR;47211;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;1;0;;70915;55783;1503;2973;
A4814;SSM4814;SYARIKAT A4814;;JOHOR;46204;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4815;SSM4815;SYARIKAT A4815;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/07/2019;2;32144;;121513;98204;15828;11966;
A4816;SSM4816;SYARIKAT A4816;;JOHOR;46434;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;03/07/2019;;;;;;;;
A4817;SSM4817;SYARIKAT A4817;;JOHOR;47631;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;64067;54533;1;0;
A4818;SSM4818;SYARIKAT A4818;;JOHOR;47411;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;04/07/2019;;;;;;;;
A4819;SSM4819;SYARIKAT A4819;;JOHOR;47413;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;23/07/2019;3;0;;31009;25848;838;600;
A4820;SSM4820;SYARIKAT A4820;;JOHOR;46695;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4821;SSM4821;SYARIKAT A4821;;JOHOR;46313;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;03/07/2019;;;;;;;;
A4822;SSM4822;SYARIKAT A4822;;JOHOR;46313;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4823;SSM4823;SYARIKAT A4823;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;16/07/2019;1;0;;42673;30137;3362;444;
A4824;SSM4824;SYARIKAT A4824;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;80120;68198;1;0;
A4825;SSM4825;SYARIKAT A4825;;JOHOR;46596;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4826;SSM4826;SYARIKAT A4826;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4827;SSM4827;SYARIKAT A4827;;JOHOR;45105;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;14/08/2019;2;21044;;390789;319581;71661;10763;
A4828;SSM4828;SYARIKAT A4828;;JOHOR;47820;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;18/06/2019;1;0;;74404;39833;12372;637;
A4829;SSM4829;SYARIKAT A4829;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;1;0;;128428;107848;12093;4053;
A4830;SSM4830;SYARIKAT A4830;;JOHOR;46442;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4831;SSM4831;SYARIKAT A4831;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;75194;64004;1;;
A4832;SSM4832;SYARIKAT A4832;;JOHOR;47631;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;15/05/2019;;;;;;;;
A4833;SSM4833;SYARIKAT A4833;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;60416;51425;1;0;
A4834;SSM4834;SYARIKAT A4834;;JOHOR;45105;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;4;32256;;126704;72766;9932;0;
A4835;SSM4835;SYARIKAT A4835;;JOHOR;46205;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4836;SSM4836;SYARIKAT A4836;;JOHOR;46414;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;01/07/2019;;;;;;;;
A4837;SSM4837;SYARIKAT A4837;;JOHOR;46421;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;3;12276;;55037;49360;14017;3662;
A4838;SSM4838;SYARIKAT A4838;;JOHOR;47894;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;2;0;;214160;167435;15182;14522;
A4839;SSM4839;SYARIKAT A4839;;JOHOR;46434;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;4;69792;;506431;468926;25672;21625;
A4840;SSM4840;SYARIKAT A4840;;JOHOR;47413;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;77676;66117;1;0;
A4841;SSM4841;SYARIKAT A4841;;JOHOR;46521;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4842;SSM4842;SYARIKAT A4842;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;12/06/2019;5;76382;;263953;203183;15140;24735;
A4843;SSM4843;SYARIKAT A4843;;JOHOR;47722;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;20/05/2019;;;;;;;;
A4844;SSM4844;SYARIKAT A4844;;JOHOR;46692;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4845;SSM4845;SYARIKAT A4845;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;0;;72671;61856;1;0;
A4846;SSM4846;SYARIKAT A4846;;JOHOR;46521;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;02/05/2019;;;;;;;;
A4847;SSM4847;SYARIKAT A4847;;JOHOR;45105;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;03/07/2019;;;;;;;;
A4848;SSM4848;SYARIKAT A4848;;JOHOR;46100;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4849;SSM4849;SYARIKAT A4849;;JOHOR;46319;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4850;SSM4850;SYARIKAT A4850;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;51793;44086;1;0;
A4851;SSM4851;SYARIKAT A4851;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;1;0;;33581;28131;4461;665;
A4852;SSM4852;SYARIKAT A4852;;JOHOR;47215;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;;;;62963;53594;;;
A4853;SSM4853;SYARIKAT A4853;;JOHOR;46639;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4854;SSM4854;SYARIKAT A4854;;JOHOR;46622;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4855;SSM4855;SYARIKAT A4855;;JOHOR;46413;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;03/07/2019;;;;;;;;
A4856;SSM4856;SYARIKAT A4856;;JOHOR;47631;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;64403;54155;1;0;
A4857;SSM4857;SYARIKAT A4857;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;65828;56032;1;0;
A4858;SSM4858;SYARIKAT A4858;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;1;0;;83922;48186;9867;14611;
A4859;SSM4859;SYARIKAT A4859;;JOHOR;46314;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;03/07/2019;;;;;;;;
A4860;SSM4860;SYARIKAT A4860;;JOHOR;47631;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;76045;64725;1;0;
A4861;SSM4861;SYARIKAT A4861;;JOHOR;46491;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4862;SSM4862;SYARIKAT A4862;;JOHOR;46639;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4863;SSM4863;SYARIKAT A4863;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;50894;43320;1;0;
A4864;SSM4864;SYARIKAT A4864;;JOHOR;45106;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;69298;58986;1;0;
A4865;SSM4865;SYARIKAT A4865;;JOHOR;45105;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;58176;49519;1;0;
A4866;SSM4866;SYARIKAT A4866;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;23/07/2019;1;0;;47900;31390;6779;100;
A4867;SSM4867;SYARIKAT A4867;;JOHOR;46324;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;3;24997;;274390;231928;408225;22917;
A4868;SSM4868;SYARIKAT A4868;;JOHOR;46492;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
A4869;SSM4869;SYARIKAT A4869;;JOHOR;47713;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
